treatment_code,description,list_price,confidence,tier,last_changed,months_held,charges_since_change,share_at_list_pct,alt1_price,alt1_count,alt2_price,alt2_count,uses_365d,revenue_365d
127113,"Florinef 0.1mg",132,41,LOW,2020-06-01,1,4,50,72,2,,0,0,0
128055,"Hills Fel H.A. Adult Entree 5.5oz",64.08,63,MEDIUM,2021-06-01,1,1,100,,0,,0,0,0
111959,"Snap Giardia Test",42,99,HIGH,2019-10-01,17,42,100,,0,,0,0,0
137317,"Canine PVD Calming Care Fortiflora",53.4,63,MEDIUM,2023-06-01,1,1,100,,0,,0,0,0
128.311B,"Fructosamine (In Clinic)",125.9,63,MEDIUM,2024-07-01,1,1,100,,0,,0,0,0
09-07,"Cisapride 20 mg/ml 60 mls btt",150,63,MEDIUM,2019-11-01,1,1,100,,0,,0,0,0
132211,"Canine PVD UR - 11.3kg",85.76,95,HIGH,2019-11-01,9,24,100,,0,,0,0,0
PREDLIQ,"Prednisolone 10mg/ml",32.8,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
121485,"Snap Fpl - in house",59,99,HIGH,2022-08-01,30,138,98.6,50.15,2,,0,0,0
128904,"Hills K9 c/d Chicken & Veg Stew - 156g",2.29,38,LOW,2020-12-01,1,2,50,13.74,1,,0,0,0
072019,"Maropitant 10mg/ml",32.09,63,MEDIUM,2024-08-01,1,1,100,,0,,0,0,0
114565,"Enisyl-F Fel L-Lysine Paste - 100mL",33.42,69,MEDIUM,2024-12-01,1,4,100,,0,,0,0,0
137640,"Aventi Joint - 250ml",24.72,73,MEDIUM,2025-01-01,2,5,100,,0,,0,0,0
APOMORPH,"Apomorphine 3mg/ml",29.84,49,LOW,2025-01-01,1,3,66.7,32.37,1,,0,0,0
137570,"Aventi Omega 3 - 250ml",22.46,63,MEDIUM,2024-10-01,1,1,100,,0,,0,0,0
133743,"Rayne Fel Rabbit Maintenance 156 g",107.16,63,MEDIUM,2021-05-01,1,1,100,,0,,0,0,0
136064,"Feliway Classic Refill 2 Pack 48ml",54,67,MEDIUM,2022-02-01,1,3,100,,0,,0,0,0
123183,"MCRC K9 Diabetic 8kg",116.61,65,MEDIUM,2023-02-01,1,2,100,,0,,0,0,0
132260,"RC K9 GI Treats - 500g",16.74,69,MEDIUM,2025-01-01,1,4,100,,0,,0,0,0
127893,"Onsior for Dogs 10mg",36,63,MEDIUM,2022-03-01,1,1,100,,0,,0,0,0
THERA,"Thera-Bites Hip &Joint Chews - 11oz",19.98,63,MEDIUM,2020-07-01,1,1,100,,0,,0,0,0
130956,"Veraflox Oral Suspension 30ml",86.6,69,MEDIUM,2023-06-01,2,2,100,,0,,0,0,0
137070,"Feline c/d Stress Chicken - 17.6lbs",103.57,65,MEDIUM,2022-11-01,1,2,100,,0,,0,0,0
GERUFP,"Geritric Panel + U/A + fPL",196.2,65,MEDIUM,2024-06-01,1,2,100,,0,,0,0,0
125437,"Famotidine 20mg",12.6,63,MEDIUM,2024-08-01,1,1,100,,0,,0,0,0
119306,"Hills K9 l/d - 17.6lbs",100.75,63,MEDIUM,2021-01-01,1,1,100,,0,,0,0,0
124010,"Canadian Medicated Shampoo - 275ml",14.3,81,HIGH,2020-11-01,4,6,100,,0,,0,0,0
AMIL,"Amitriptyline 100mg/ml transdermal 3 mls",46.55,63,MEDIUM,2025-03-01,1,1,100,,0,,0,0,0
112549,"Revolution Dog 40.1-60 kg (Prune)",55.1,65,MEDIUM,2021-05-01,1,2,100,,0,,0,0,0
125415,"Ampicillin Na Inj 1gm Teva per vial",35.04,67,MEDIUM,2024-12-01,1,3,100,,0,,0,0,0
133799,"Rebound Recuperation for Cats 150ml",16.44,81,HIGH,2019-12-01,4,6,100,,0,,0,0,0
127898,"Onsior for Dogs 40mg",24.6,63,MEDIUM,2020-07-01,1,1,100,,0,,0,0,0
PET1,"PETRAYS (24 H REPORT )",122,63,MEDIUM,2020-12-01,1,1,100,,0,,0,0,0
112807,"K/9 Purebites beef liver - 120g",21.22,65,MEDIUM,2021-11-01,1,2,100,,0,,0,0,0
ULTRA8,"Ultrasound Echocardiogram( Dr Hawks )",558,69,MEDIUM,2019-12-01,2,2,100,,0,,0,0,0
133455,"Fel Rayne Rabbit Maint 3kg",75.78,58,MEDIUM,2021-06-01,2,4,75,115.79,1,,0,0,0
137223,"Hills Gastrointestinal Biome Fe 4 lb",37,69,MEDIUM,2019-12-01,1,4,100,,0,,0,0,0
127743,"Flexadin Adv Chews 30's K9",33.34,75,HIGH,2022-04-01,3,4,100,,0,,0,0,0
102545,"Eye Stream Eye Wash 118ml",12.5,65,MEDIUM,2019-12-01,3,5,80,10.62,1,,0,0,0
127367,"Fel Greenie Catnip - 2.5oz",3.05,74,MEDIUM,2020-01-01,3,3,100,,0,,0,0,0
97,"Gst",6.15,63,MEDIUM,2019-12-01,1,1,100,,0,,0,0,0
SULC,"Sulcrate Susp.",11.75,43,LOW,2019-02-01,1,27,33.3,9.5,2,14.88,2,0,0
137837,"Meloxidin oral suspension 100 mls",112.67,65,MEDIUM,2025-01-01,1,2,100,,0,,0,0,0
90901955,"Potassium Citrate500mg/ml 200 mls",47,70,MEDIUM,2022-09-01,2,3,100,,0,,0,0,0
132852,"Douxo Seb Shampoo",21,63,MEDIUM,2024-04-01,1,1,100,,0,,0,0,0
TSH,"cTSH and free T4 canine",221,65,MEDIUM,2022-12-01,1,2,100,,0,,0,0,0
013020,"Potassium Bromide 250mg/ml( 250mls )",42.1,63,MEDIUM,2020-03-01,1,1,100,,0,,0,0,0
BOHR,"Metacam Orally/Ml (clinic )",15,31,LOW,2019-02-01,1,124,5.6,10.3,4,6.8,3,0,0
BLOOD1,"General Pannel In House + Urinalysis",125,39,LOW,2019-02-01,1,11,36.4,133,3,139.5,3,0,0
PRE,"Preanesthetic  Bloodwork",81,41,LOW,2019-02-01,1,781,23.6,68,156,84,126,0,0
CLAVA,"Clavaseptin  50 Mg",20,37,LOW,2019-02-01,1,117,15.4,23,12,15,6,0,0
DAP1,"Rabies 3 Combined",24,74,MEDIUM,2019-02-01,1,24,91.7,15,1,99,1,0,0
MEDI 1,"MCRC K9 Hypo 9.5 kg",79.1,65,MEDIUM,2019-02-01,2,32,65.6,75.6,10,57.8,1,0,0
120505,"MCRC GI Puppy - 10 kg",123.49,69,MEDIUM,2020-02-01,2,2,100,,0,,0,0,0
112657,"Hills K9 w/d - 370g",74.88,63,MEDIUM,2025-01-01,1,1,100,,0,,0,0,0
135815,"PVD Fel NF (Early Care) - 1.43kg",38.08,78,HIGH,2024-04-01,3,7,100,,0,,0,0,0
PRAZ,"Novo-Prazin (prazosin)",12.5,35,LOW,2019-02-01,1,10,30,8,2,11.3,2,0,0
MEDI 154,"MCRC Feline Calorie Control 3 kg",45.16,36,LOW,2019-02-01,1,61,14.8,32.5,8,80.56,8,0,0
111290,"Hills Fel d/d Venison - 3.5 lbs",39.98,67,MEDIUM,2023-11-01,1,3,100,,0,,0,0,0
133798,"Rebound Recuperation for Dogs 150ml",16.44,81,HIGH,2019-11-01,4,6,100,,0,,0,0,0
135817,"PVD Fel NF (Early Care) - 156g",87.84,86,HIGH,2024-05-01,5,15,93.3,36.6,1,,0,0,0
138561,"Cat harness  blue",10.61,63,MEDIUM,2023-07-01,1,1,100,,0,,0,0,0
HAIR,"Hairball Preparation(tuna)-3oz",9.7,36,LOW,2019-02-01,1,21,23.8,10,5,10.4,4,0,0
113523,"Treat Purebites k9 chicken brest 330 g",36.28,76,HIGH,2019-07-01,3,5,100,,0,,0,0,0
125064,"Clomicalm 20mg bottle",74.23,78,HIGH,2023-06-01,3,7,100,,0,,0,0,0
MEDI 40,"MCRC K9 Adult 4 kg",27.65,46,LOW,2019-02-01,1,36,36.1,28.83,6,19.02,5,0,0
CYT,"Cytology - Idexx",316.9,63,MEDIUM,2024-09-01,1,1,100,,0,,0,0,0
MEDI  62,"Medi-Cal Rc  Vet Diet Calorie Control 4k",29.13,30,LOW,2019-02-01,1,3,33.3,30.59,1,48.03,1,0,0
NEO 7,"Neovast  Tablets",14.6,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
5537255,"Clindamycin 50 mg cps",46.2,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
FS,"Feline Spay",110,47,LOW,2019-02-01,1,12,50,160,3,230,2,0,0
CN,"Canine Neuter < 15 Kg",200,67,MEDIUM,2019-02-01,1,9,88.9,208,1,,0,0,0
112808,"K9 Purebites Beef/Liver -250g",15,65,MEDIUM,2020-08-01,1,2,100,,0,,0,0,0
132264,"Canine RC Urinary treats 500g",13,69,MEDIUM,2020-02-01,2,2,100,,0,,0,0,0
DO,"Doxycycline 100mg/ml oil",32.2,63,MEDIUM,2023-03-01,1,1,100,,0,,0,0,0
125465,"Pheniram 4mg tabs",13.2,63,MEDIUM,2020-12-01,1,1,100,,0,,0,0,0
131739,"Metronidazole 5mg/ml Inj.",33.05,65,MEDIUM,2024-12-01,1,2,100,,0,,0,0,0
132012,"Derm Defense 25lb",129.99,63,MEDIUM,2020-02-01,1,1,100,,0,,0,0,0
139885,"Hills K9 Derm Complete 13oz",5,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
101370,"Atropine Isopto 1% Solution 5ml",22.4,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
020062,"Ear Cleansing Solution Vts 4oz",9.3,72,MEDIUM,2019-02-01,1,7,100,,0,,0,0,0
VACCLA,"Fel- Adult  Fvrcp + Leuk",84,42,LOW,2019-02-01,1,159,24.5,86,23,87,19,0,0
RAB1,"Rabies 1 Year Combined",24,75,HIGH,2019-02-01,1,58,84.5,10,7,12,1,0,0
CIS1,"Cisapride 10 mg/ml ( Summit RX)",24,63,MEDIUM,2019-12-01,1,1,100,,0,,0,0,0
NUTRISKI,"Nutriskin Plus",12,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
128053,"Hills Feline Health Adv Adult Oral -15lb",85,63,MEDIUM,2021-04-01,1,1,100,,0,,0,0,0
VACC7,"Puppy 3 (da2ppv)",78,65,MEDIUM,2020-09-01,1,2,100,,0,,0,0,0
KC1,"Kennel  Cough   Combined",24,78,HIGH,2019-02-01,1,29,96.6,12,1,,0,0,0
122540,"MCRC K9 Adult - 10 kg",79.94,65,MEDIUM,2020-11-01,1,2,100,,0,,0,0,0
140690,"RC Fel Urinary SO - 1.5kg",36.12,99,HIGH,2023-01-01,15,65,98.5,32,1,,0,0,0
MIR,"Mirtazepine 15 Mg",9,39,LOW,2019-02-01,1,40,22.5,9.35,8,9.09,7,0,0
VACCC,"Fvrcp (pfizer) Combined",10,57,MEDIUM,2019-02-01,1,10,70,24,3,,0,0,0
127289,"Jamp  Levetiracetam 250 mg 120tbs",69,93,HIGH,2020-10-01,9,15,100,,0,,0,0,0
135820,"PVD FELINE NF advanced 156 g",87.84,70,MEDIUM,2024-05-01,2,3,100,,0,,0,0,0
135819,"Fel PVD NF (Advanced Care) - 3.63kg",79.66,76,HIGH,2024-07-01,3,5,100,,0,,0,0,0
112809A,"K9 Purebites Beef/Liver 470 g",25.92,65,MEDIUM,2020-08-01,1,2,100,,0,,0,0,0
137952,"PVD Fel OM Savory Select Chicken 156g",20.94,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
MEDI 136,"Medi-Cal Rc Feline Preventive Main Form",38.4,35,LOW,2019-02-01,1,36,16.7,43.68,4,39.84,4,0,0
411,"Doxirobe  Gel Treatment",47.5,55,MEDIUM,2019-02-01,1,4,75,72,1,,0,0,0
118287,"Deramaxx 75mg tablet",60,63,MEDIUM,2024-01-01,1,1,100,,0,,0,0,0
140514,"RC Fel Mature Mod Cal - 145g",76.8,92,HIGH,2023-02-01,6,13,100,,0,,0,0,0
109577,"Deramaxx 25mg",74.6,63,MEDIUM,2023-09-01,1,1,100,,0,,0,0,0
DAP2,"Da2ppv  Combined",24,70,MEDIUM,2019-02-01,1,5,100,,0,,0,0,0
ADV,"Advantage Multi 10 Green",41.1,33,LOW,2019-02-01,1,27,14.8,10.6,3,63,3,0,0
TRE,"Jerky  Plus  Beef And Vegetables",4.8,65,MEDIUM,2019-02-01,1,18,77.8,8.46,2,4.32,1,0,0
GER,"Bloodwork - Geriatric Panel (includes T4",122.72,50,MEDIUM,2019-02-01,1,40,42.5,118,13,105,5,0,0
123543,"MCRC Fel Development - 3.5kg",64,63,MEDIUM,2022-04-01,1,1,100,,0,,0,0,0
ACE,"Acepromazine Tab  10 Mg",15,47,LOW,2019-02-01,1,46,34.8,7.25,5,7.5,3,0,0
CLA,"Clavaseptin 250 Mg",36.8,37,LOW,2019-02-01,1,158,15.2,37.78,22,30.7,14,0,0
NOVO2,"Novo Bioclav 62.5mg-14tabs/Bottle",14.5,54,MEDIUM,2019-02-01,1,24,54.2,24,9,13.9,1,0,0
MCRC1,"Medi-Cal Rc Feline Calorie Control 1.5 K",21.17,36,LOW,2019-02-01,1,15,26.7,17.16,3,20.16,3,0,0
PRED,"R#28081; Prednisone  50 Mg  Tb",40.2,34,LOW,2019-02-01,1,11,27.3,20,2,23.25,1,0,0
INTER,"Interceptor Brown 2.3 Mg Tb",7,43,LOW,2019-02-01,1,41,29.3,6,11,6.6,8,0,0
VACCF,"Kitten  (fvrcp + Chlamydia)",75,51,MEDIUM,2019-02-01,1,218,40.8,77,45,81,37,0,0
1425AA,"Depo-Medrol 40mg/Ml-1cc",38,42,LOW,2019-02-01,1,52,25,34.5,5,20.5,4,0,0
MEDI 49,"Medi-Cal Rc Weight Control/Mature  Dogs",22.2,44,LOW,2019-02-01,1,14,42.9,24.59,4,27.7,2,0,0
1,"Cash Payment Return Tendered",10,30,LOW,2019-02-01,1,201,3,0.05,4,40,4,0,0
TREA,"Jerky  Plus  Chic  And  Vegetable",4.8,64,MEDIUM,2019-02-01,1,7,85.7,3.36,1,,0,0,0
PILL,"Pill Pockets Dog Beef Flavor-7.9 Oz",8.39,42,LOW,2019-02-01,1,56,25,7.3,13,8.73,7,0,0
G3,"Canine Hills Id Can 370g",36,38,LOW,2019-02-01,1,47,19.1,38.88,5,37.44,4,0,0
FEL6,"Feline Hills Td 4.5kg",49.94,40,LOW,2019-02-01,1,233,21.9,48.02,45,55.58,44,0,0
J4,"Canine Hills  Td   Dry Small  Bites 2.27",17.24,46,LOW,2019-02-01,1,79,32.9,17.93,17,17.5,14,0,0
INTERCEP,"Interceptor White 23 Mg Tb.",14,52,MEDIUM,2019-02-01,1,53,43.4,13,14,16,8,0,0
CONV,"Convenia Inj  < 5 Kg",38,61,MEDIUM,2019-02-01,1,121,59.5,39,26,40,8,0,0
025116,"Metacam Oral 1.5mg/Ml Bct 32ml",69.48,50,MEDIUM,2019-02-01,1,134,40.3,63.7,50,67,12,0,0
CAN1,"Canaural  Ear  Drops  15 Ml",22,48,LOW,2019-02-01,1,7,57.1,32,3,,0,0,0
MED144,"Medi-Cal Canine/Feline Recovery",5.06,33,LOW,2019-02-01,1,21,19,4.58,2,10.12,2,0,0
MEDI 67,"Medi-Cal Canine Rc Gastro Formula Can 39",13.5,35,LOW,2019-02-01,1,44,13.6,4.5,5,55.92,5,0,0
PROP,"Propalin Syrop 50mg/Ml 30 Ml",26.7,67,MEDIUM,2019-02-01,1,3,100,,0,,0,0,0
J2,"Canine Hills  Td  6.8 Kg",46,51,MEDIUM,2019-02-01,2,61,34.4,47.84,18,44.5,12,0,0
TREA4,"Medi-Treats  Feline 100g",4.9,50,MEDIUM,2019-02-01,1,13,53.8,30.24,2,7.86,2,0,0
SCARS1,"Rescue Dewormer Internal + External Para",19,49,LOW,2019-02-01,1,27,44.4,42,4,15,3,0,0
MED 200,"Medi-Cal Rc  Feline Urinary S/O 1.5 Kg",18.34,43,LOW,2019-02-01,1,12,41.7,16.79,2,17.63,2,0,0
MEDI 150,"MCRC Feline Hypo 165 g",41.52,36,LOW,2019-02-01,1,30,20,56.88,5,49.15,4,0,0
NOVO,"Novo Bioclav 125mg-14tabs/Bottle",16.85,41,LOW,2019-02-01,1,13,38.5,11.85,2,18.85,2,0,0
FEL18,"Feline Hills k/d 8.5 lbs",52,49,LOW,2019-02-01,1,53,37.7,47.03,10,55.99,7,0,0
AVENTIX,"Ear  Cleanser Avena 100 Ml",9,45,LOW,2019-02-01,1,20,40,10,5,10.4,4,0,0
ADV2,"Advantage Multi 20 Teal",17.55,38,LOW,2019-02-01,1,52,17.3,54,6,33,6,0,0
312,"Cremation  Pocket Pet",30,59,MEDIUM,2019-02-01,1,5,80,25,1,,0,0,0
309,"Euthanasia  Pocket Pet",85,77,HIGH,2022-08-01,3,6,100,,0,,0,0,0
TRAMADOL,"Tramadol 10 Mg",38.4,39,LOW,2019-02-01,1,70,18.6,31.8,7,37.8,6,0,0
025117,"Metacam Oral 1.5mg/Ml Bct 10ml",30.38,53,MEDIUM,2019-02-01,1,227,44.5,32.04,66,30,45,0,0
ANEX3,"Deworming Ex (File  Travel  History  kg)",40,64,MEDIUM,2019-02-01,3,73,52.1,25,14,29,12,0,0
E,"Canine  Hills  Pd  18.1 Kg",88.9,71,MEDIUM,2019-02-01,1,6,100,,0,,0,0,0
019565,"Theophylline  Tab 100mg",35,35,LOW,2019-02-01,1,23,21.7,38,4,30,3,0,0
1008,"Feline Adult Fvrcp + Chlamidia Combined",30,48,LOW,2019-02-01,1,56,35.7,27,15,28,9,0,0
VACCL,"Kitten Fvrcp + Leuk",84,43,LOW,2019-02-01,1,49,26.5,87,12,18,10,0,0
ADV4,"Advantage Multi 9 Orange",10,56,MEDIUM,2019-02-01,1,68,50,15,5,31.5,5,0,0
LAXA,"Laxatone 70.9 G Tuna Flavour",9.7,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
STRATHCO,"Tramadol 5 Mg",12.3,34,LOW,2019-02-01,1,11,27.3,21.72,2,17,1,0,0
102,"Anesthesia  Monitoring",60,76,HIGH,2020-07-01,3,5,100,,0,,0,0,0
OPTH,"Chloramphenicol  Oph  Ointm 1%",20.76,69,MEDIUM,2019-02-01,1,4,100,,0,,0,0,0
CAN 1,"Caninsulin Syringes",5.4,45,LOW,2019-02-01,1,51,29.4,8,10,37.8,3,0,0
G,"Canine Hills  Id 8.5 Lbs",32.24,46,LOW,2019-02-01,1,80,32.5,33.53,20,35.9,16,0,0
PILL 2,"Pill Pockets Dog Beef/Chicken Flavor-3.2",6.4,39,LOW,2019-02-01,1,69,18.8,7.37,12,7.66,12,0,0
R,"Canine Hills Wd 27.5 Lbs",64.38,49,LOW,2019-02-01,1,39,41,64.85,10,67.44,7,0,0
FLORENTE,"Florentero  Tb",12.5,31,LOW,2019-02-01,1,8,25,37.5,2,25.75,1,0,0
J5,"Canine Hills  Td  11.3 Kg",66,47,LOW,2019-02-01,1,27,40.7,66.13,8,68.78,3,0,0
J1,"Canine Hills  Td  Dry Small  Bites 6.8",46,48,LOW,2019-02-01,1,110,36.4,47.84,36,42.5,21,0,0
1001,"Adult - Da2ppv",81,52,MEDIUM,2019-02-01,1,1030,42.7,75,230,77,219,0,0
PILOC,"Isoptocarpine",11,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
ORB,"Orbax 68 Mg",70,38,LOW,2019-02-01,1,8,37.5,42,2,28,1,0,0
PANAL,"Panolog Ointment 15 Ml",20,47,LOW,2019-02-01,1,67,34.3,18.9,16,22,8,0,0
MEDI 93,"Medi-Cal Rc Feline Hypoallergenic/Gastro",33.62,49,LOW,2019-02-01,1,11,54.5,43.69,1,46.26,1,0,0
1014,"Rabies  Canine/Feline 3  Years",75,48,LOW,2019-02-01,1,113,36.3,70,25,71,18,0,0
PALADIN,"Tapazole 5 Mg Tb",71,44,LOW,2019-02-01,1,28,35.7,37.4,8,13.1,3,0,0
STRATH,"Metoclopramide  5 Mg",7.85,34,LOW,2019-02-01,1,6,33.3,14.4,2,7.17,1,0,0
VOLT,"Voltaren Optha",29,48,LOW,2019-02-01,1,7,57.1,30.16,3,,0,0,0
P2,"Canine Hills Cd 17.6 Lbs",42.79,41,LOW,2019-02-01,1,22,31.8,45.8,6,44.5,5,0,0
PHENO 2,"Phenobarbital 100 Mg Tabs",51.4,37,LOW,2019-02-01,1,72,15.3,72.4,8,54,8,0,0
PURINA,"Dental Chewz Purina",8,40,LOW,2019-02-01,1,14,35.7,16,3,9,2,0,0
123182,"MCRC K9 Diabetic 3.5kg",46.63,90,HIGH,2020-05-01,6,10,100,,0,,0,0,0
134060,"Pantoprazole 40mg - 10ml vial",44.34,65,MEDIUM,2020-11-01,1,2,100,,0,,0,0,0
US512,"Imaging Package (X-Ray + Ultrasound)",395,52,MEDIUM,2019-02-01,1,6,66.7,375,2,,0,0,0
CT415,"PT/PTT",111,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
US8,"U/S  Fine Needle Biopsy",402,63,MEDIUM,2020-02-01,1,1,100,,0,,0,0,0
AGF2,"Anal Gland flush/Infusion follow-up",45,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
CT450,"Cortisol 3 sample (DEXA) Antech",231.1,49,LOW,2019-02-01,1,3,66.7,199.8,1,,0,0,0
CADD230,"Add on Urine protein/Creatinine Antech",30.9,45,LOW,2019-02-01,1,8,50,31.83,4,,0,0,0
108329,"Fucithalmic 5gm (Opthalmique)",37.98,83,HIGH,2019-02-01,1,67,100,,0,,0,0,0
MED1J,"Med K9 Gastro Intestinal Moderate Calori",140.41,63,MEDIUM,2021-01-01,1,1,100,,0,,0,0,0
CANIN76,"Canine Hills d/d Venison 17.6 lbs",71.01,52,MEDIUM,2019-02-01,1,160,42.5,72.97,60,70.01,27,0,0
124227,"Apo- Meloxicam 32 ml bottle ( 1.5 mg/ml)",43.92,93,HIGH,2019-06-01,11,15,100,,0,,0,0,0
CT440,"Cortisol 2 sample (POST ACTH) Antech",163.6,55,MEDIUM,2019-02-01,1,9,66.7,144.6,3,,0,0,0
125067,"Sentinel Green flavour tabs (tb)",14.64,47,LOW,2019-02-01,1,15,46.7,17.27,4,34.54,2,0,0
115061,"Convenia injection",39.57,32,LOW,2019-02-01,1,110,6.4,41.26,6,44.97,5,0,0
CSA705,"Senior Well (Superchem/CBC/T4/UA) Antech",244,41,LOW,2019-02-01,1,4,50,249.83,2,,0,0,0
118231,"Metacam 20 mg/ml inj",35.36,65,MEDIUM,2019-04-01,1,2,100,,0,,0,0,0
129639,"Novo- Enalapril 5 mg [Teva]",25.8,45,LOW,2019-02-01,1,8,50,18.9,2,24.88,1,0,0
CSA665,"Adult Chem Antech",83.7,47,LOW,2019-02-01,1,12,50,85.75,6,,0,0,0
CANIN17,"Canine Hills d/d Duck 27.5 lbs",97.93,51,MEDIUM,2019-02-01,1,52,40.4,105,14,94.56,9,0,0
118693,"Dexdomitor Inj",68.03,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
E-COL3A,"E-Collar # 30",15,68,MEDIUM,2019-02-01,1,10,90,30,1,,0,0,0
122566,"MCRC K9 MATURE CONSULT 385 g can",38.63,69,MEDIUM,2021-05-01,2,2,100,,0,,0,0,0
MEDI 134,"MCRC Feline Mature 165 g",2.33,65,MEDIUM,2020-05-01,1,2,100,,0,,0,0,0
FEL11,"Feline Hills Dd Duck&green Pea 3.5lb",21.43,52,MEDIUM,2019-02-01,1,6,66.7,25.2,2,,0,0,0
124954,"Orijen Freeze Dried Treats - Reg Red",6.99,62,MEDIUM,2019-02-01,1,18,72.2,13.98,4,34.95,1,0,0
124944,"Orijen Freeze Dried Treats - Lamb",6.99,67,MEDIUM,2019-02-01,1,3,100,,0,,0,0,0
MEDI 100,"Medi-Cal Rc Feline Mature Senior Formula",20,34,LOW,2019-02-01,1,6,33.3,18.87,1,24.5,1,0,0
SENT5,"Sentinel Green 5-11 kg- 6's BOX",191.7,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
122647B,"Advantix II : 11-25 kg- 6's BOX",201.82,30,LOW,2019-02-01,1,3,33.3,100.91,1,99.81,1,0,0
122645,"Advantix II (under 4.5kg) per tube",16.03,26,LOW,2019-02-01,1,5,20,30.92,1,48.09,1,0,0
118366,"Optixcare Eye lube 25 g",23.96,63,MEDIUM,2024-04-01,1,1,100,,0,,0,0,0
102559,"Diazepam Tab 5mg",33.6,41,LOW,2019-02-01,1,4,50,22.8,1,26.4,1,0,0
101061,"IAMS Intestinal Plus 37.5lbs (PRO PACK)",51.43,66,MEDIUM,2019-02-01,1,28,75,54.3,5,49.38,2,0,0
OPTH5,"Bnp- H   Ointment",22,49,LOW,2019-02-01,1,33,42.4,18.99,7,20.99,4,0,0
122703,"Thyro Tab 0.5mg",56.4,73,MEDIUM,2023-11-01,2,5,100,,0,,0,0,0
124532,"ENZADENT Chews K9 Medium - 30's",13.3,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
MEDI 81,"Medi-Cal Rc Canine Fibre Formula Cans 38",34.44,34,LOW,2019-02-01,1,18,22.2,32.16,3,36.12,3,0,0
FEL34,"Feline Hills m/d 8.5lbs",59.01,41,LOW,2019-02-01,1,156,23.7,63.99,31,52.8,24,0,0
FLO 1,"Florinef Tabs 0.1 Mg",66,45,LOW,2019-02-01,1,13,46.2,67,3,60.7,2,0,0
MED1M,"MCRC K9 GI Low Fat 13 kg",120.4,57,MEDIUM,2019-02-01,1,33,57.6,110.92,5,113.3,5,0,0
GER 1,"Bloodwork - Geriat Panel + Fruct",354,63,MEDIUM,2024-05-01,1,1,100,,0,,0,0,0
FEL13,"Feline Hills Dd Venison&green Pea 3.5lb",21.6,56,MEDIUM,2019-02-01,1,7,71.4,25.2,2,,0,0,0
SURO1,"Surolan Drops 30ml",43.5,48,LOW,2019-02-01,1,69,36.2,53.69,14,45,12,0,0
FLO,"Florentero 15 Ml",25,41,LOW,2019-02-01,1,10,40,48,2,20,1,0,0
129658,"ONSIOR TABS FOR CATS 6mg",20.12,35,LOW,2019-02-01,1,26,19.2,24.18,4,21.84,4,0,0
INTEC,"International Certificate (paper work)",200,65,MEDIUM,2024-10-01,1,2,100,,0,,0,0,0
CT330,"CBC Antech",82.6,71,MEDIUM,2019-02-01,1,18,88.9,78.5,1,65,1,0,0
CSA600,"Adult Chem CBC",108.9,48,LOW,2019-02-01,1,5,60,111.36,2,,0,0,0
123255,"Cortavance Topical Spray 76ml",47.64,52,MEDIUM,2019-02-01,1,6,66.7,35.64,2,,0,0,0
123551,"MCRC Fel Dental - 1.5kg",39.01,67,MEDIUM,2025-01-01,1,3,100,,0,,0,0,0
0033,"Orthopaedic Surgical Fee Per 10 Minutes",190,33,LOW,2019-02-01,1,28,14.3,855,3,665,3,0,0
CSA036,"Vetscreen/CBC/UA Antech",182.7,55,MEDIUM,2019-02-01,1,4,75,186.68,1,,0,0,0
CT750,"Phenobarbital Antech",84.36,68,MEDIUM,2019-02-01,1,25,80,81.9,5,,0,0,0
905632,"Surgical Mesh",85.58,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
001420,"Bandage Vetrap  Large (>6 inch)",40,63,MEDIUM,2024-10-01,1,1,100,,0,,0,0,0
CANIN36,"Canine Hills g/d 8.5 lbs",31.99,59,MEDIUM,2019-02-01,1,16,68.8,56.82,2,28,1,0,0
116565,"Canine Natural Balance Fish&SwPot 26lbs",131.34,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
115344,"PVD K9 Lite Snackers 680g",12.35,72,MEDIUM,2022-01-01,2,4,100,,0,,0,0,0
0015,"Canine  Spay - Pregnant-  Add On/15 Minu",130,60,MEDIUM,2019-02-01,2,10,70,90,1,156,1,0,0
UC,"Urinalysis + Culture in House",95,57,MEDIUM,2019-02-01,1,34,55.9,79,14,59.25,1,0,0
125066,"Sentinel Brown (up to 4.5 kg)",12.3,49,LOW,2019-02-01,1,9,55.6,14.95,3,15.32,1,0,0
